name,height,reach,stance,dob,url,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,num_fights
TJ Laramie,"5' 6""","66""",Orthodox,"Oct 15, 1997",http://ufcstats.com/fighter-details/cd2e5a390821fb48,2.73,51.0,3.24,26.0,2.56,50.0,0.0,0.0,2.0
Journey Newson,"5' 5""","67""",Orthodox,"Mar 07, 1989",http://ufcstats.com/fighter-details/78f485f851891d68,2.76,32.0,2.76,65.0,0.0,0.0,0.0,0.9,3.0
Irwin Rivera,"5' 6""","67""",Southpaw,"Feb 14, 1989",http://ufcstats.com/fighter-details/06a80a685ea98573,3.36,44.0,5.07,57.0,1.0,16.0,70.0,0.0,3.0
Ottman Azaitar,"5' 8""","71""",Switch,"Feb 20, 1990",http://ufcstats.com/fighter-details/ee18ff42063174df,8.43,57.0,1.76,67.0,0.0,0.0,100.0,0.0,2.0
Kyle Nelson,"5' 11""","71""",Switch,"Apr 20, 1991",http://ufcstats.com/fighter-details/31f8081c7600da93,3.63,41.0,6.82,47.0,0.96,12.0,60.0,1.9,4.0
Brok Weaver,"6' 0""","73""",Southpaw,"Dec 05, 1991",http://ufcstats.com/fighter-details/7c9f96f9a6a5cd50,4.78,64.0,4.35,46.0,0.41,10.0,66.0,0.4,4.0
Anthony Ivy,"6' 2""","74""",Orthodox,"Jan 23, 1990",http://ufcstats.com/fighter-details/3c5005b66696d790,2.5,42.0,4.57,51.0,4.69,20.0,100.0,0.0,2.0
Zelim Imadaev,"6' 0""","76""",Orthodox,"Jan 25, 1995",http://ufcstats.com/fighter-details/7f0f171414d0a287,2.91,36.0,4.35,43.0,0.38,50.0,60.0,0.0,3.0
Cole Smith,"5' 11""","67""",Orthodox,"Apr 05, 1989",http://ufcstats.com/fighter-details/56709e66f1c6008f,1.78,35.0,1.96,49.0,1.67,33.0,45.0,1.7,3.0
Ricardo Lamas,"5' 8""","71""",Orthodox,"May 21, 1982",http://ufcstats.com/fighter-details/3974fa35c917af1d,3.13,47.0,2.87,57.0,1.84,33.0,46.0,0.9,23.0
Zak Cummings,"6' 0""","75""",Southpaw,"Aug 02, 1984",http://ufcstats.com/fighter-details/4ba8d454f762005d,2.58,32.0,2.83,55.0,0.68,28.0,65.0,0.7,14.0
Austin Springer,"5' 8""","71""",Orthodox,"May 12, 1987",http://ufcstats.com/fighter-details/37cc294027f55e4d,3.54,57.0,3.15,41.0,3.37,40.0,100.0,0.8,2.0
Hannah Cifers,"5' 1""","62""",Orthodox,"Jun 26, 1992",http://ufcstats.com/fighter-details/2244d9a2b64b8c3b,4.99,44.0,5.39,52.0,0.26,100.0,64.0,0.3,7.0
Inoue Mizuki,"5' 3""","65""",Orthodox,"Aug 19, 1994",http://ufcstats.com/fighter-details/43a59ce3bb40449e,5.0,50.0,6.87,48.0,0.0,0.0,66.0,0.0,2.0
Daniel Cormier,"5' 11""","72""",Orthodox,"Mar 20, 1979",http://ufcstats.com/fighter-details/d967f0128c323de6,4.25,52.0,2.92,54.0,1.83,44.0,80.0,0.4,23.0
Herbert Burns,"5' 9""","73""",Orthodox,"Feb 02, 1988",http://ufcstats.com/fighter-details/4f140403000158b5,1.67,45.0,5.02,33.0,4.64,83.0,75.0,2.8,4.0
John Dodson,"5' 3""","66""",Orthodox,"Sep 26, 1984",http://ufcstats.com/fighter-details/99506df1af6c8b3b,3.2,40.0,3.58,61.0,0.71,28.0,82.0,0.0,17.0
Felice Herrig,"5' 4""","65""",Orthodox,"Sep 18, 1984",http://ufcstats.com/fighter-details/b6850671a008bf9a,3.63,36.0,4.84,49.0,1.18,30.0,72.0,0.9,9.0
Frankie Saenz,"5' 6""","66""",Orthodox,"Aug 12, 1980",http://ufcstats.com/fighter-details/9ba2226646046b63,3.94,47.0,3.5,52.0,1.74,31.0,61.0,0.1,10.0
Rogerio Nogueira,"6' 2""","75""",Southpaw,"Jun 02, 1976",http://ufcstats.com/fighter-details/73e09f837f3b5ecc,2.43,35.0,2.34,59.0,0.64,44.0,62.0,0.8,28.0
Fabricio Werdum,"6' 4""","77""",Orthodox,"Jul 30, 1977",http://ufcstats.com/fighter-details/492b202d2064e7a9,3.59,52.0,2.64,55.0,1.75,31.0,31.0,1.2,32.0
Alexander Gustafsson,"6' 5""","79""",Orthodox,"Jan 15, 1987",http://ufcstats.com/fighter-details/3c6976f8182d9527,4.02,40.0,3.42,51.0,1.54,39.0,83.0,0.4,17.0
Peter Sobotta,"6' 0""","75""",Southpaw,"Jan 11, 1987",http://ufcstats.com/fighter-details/1fcfc3709fe58151,2.14,40.0,2.9,58.0,1.53,32.0,77.0,0.5,10.0
Jesse Ronson,"5' 10""","70""",Southpaw,"Dec 24, 1985",http://ufcstats.com/fighter-details/5580771f383e141f,3.54,49.0,2.99,59.0,0.63,40.0,61.0,0.6,4.0
Raphael Pessoa,"6' 3""","78""",Orthodox,"Mar 09, 1989",http://ufcstats.com/fighter-details/41f90012b86a11bf,2.16,26.0,3.43,42.0,0.0,0.0,100.0,0.0,3.0
Nad Narimani,"5' 8""","70""",Orthodox,"Apr 14, 1987",http://ufcstats.com/fighter-details/776a58a67665a171,3.33,42.0,3.0,58.0,1.92,41.0,70.0,0.0,4.0
Joe Duffy,"5' 10""","73""",Orthodox,"Feb 18, 1988",http://ufcstats.com/fighter-details/654ae722109a0d31,2.68,34.0,3.78,54.0,0.96,66.0,64.0,0.7,8.0
Brett Johns,"5' 7""","71""",Orthodox,"Feb 21, 1992",http://ufcstats.com/fighter-details/ec52462a1b41f714,2.86,49.0,3.84,53.0,4.92,49.0,58.0,1.0,7.0
Davi Ramos,"5' 6""","70""",Orthodox,"Nov 05, 1986",http://ufcstats.com/fighter-details/0052de90691d4a93,2.64,37.0,3.44,56.0,1.95,40.0,83.0,0.6,7.0
Chris Fishgold,"5' 8""","68""",Orthodox,"Jun 06, 1992",http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f,2.01,32.0,2.7,46.0,2.59,46.0,44.0,1.3,4.0
Aaron Phillips,"5' 9""","71""",Southpaw,"Aug 05, 1989",http://ufcstats.com/fighter-details/34c2b3656f88f7ef,1.65,56.0,3.44,39.0,0.0,0.0,44.0,0.4,3.0
Paige VanZant,"5' 4""","65""",Orthodox,"Mar 26, 1994",http://ufcstats.com/fighter-details/4d5197f331c47290,3.35,52.0,2.62,42.0,1.27,33.0,34.0,1.0,9.0
Danny Henry,"6' 0""","73""",Orthodox,"Jul 17, 1988",http://ufcstats.com/fighter-details/f7d73e452b064bf2,5.2,51.0,4.16,45.0,0.74,33.0,50.0,2.2,4.0
Roman Bogatov,"5' 8""","73""",Orthodox,"Dec 15, 1990",http://ufcstats.com/fighter-details/d61316139d68dbe3,3.33,42.0,4.4,44.0,1.0,9.0,50.0,0.0,1.0
Philipe Lins,"6' 2""","78""",Orthodox,"Aug 17, 1985",http://ufcstats.com/fighter-details/53c943c873cffe90,2.66,40.0,3.68,49.0,0.0,0.0,0.0,0.0,2.0
Lyman Good,"6' 0""","74""",Orthodox,"May 26, 1985",http://ufcstats.com/fighter-details/4e0692ad070976e4,5.34,48.0,4.01,63.0,0.27,100.0,75.0,0.0,6.0
Brianna Van Buren,"5' 0""","62""",Southpaw,"Aug 04, 1993",http://ufcstats.com/fighter-details/b53c46f613f6f248,3.53,41.0,3.23,57.0,2.5,45.0,66.0,0.0,2.0
Oskar Piechota,"6' 0""","76""",Southpaw,"Jan 24, 1990",http://ufcstats.com/fighter-details/1cf7ccf64a5bf24e,3.3,52.0,3.93,51.0,0.61,40.0,38.0,1.5,6.0
Frank Camacho,"5' 10""","73""",Orthodox,"May 18, 1989",http://ufcstats.com/fighter-details/764342d39cdaa54a,6.67,46.0,7.31,52.0,1.17,45.0,72.0,0.0,7.0
Max Rohskopf,"6' 1""","71""",Orthodox,"Sep 27, 1994",http://ufcstats.com/fighter-details/59a27d2e6d0802ac,1.7,31.0,5.8,42.0,3.0,33.0,0.0,1.5,1.0
Mark De La Rosa,"5' 6""","65""",Orthodox,"Aug 31, 1994",http://ufcstats.com/fighter-details/f57dd0bfa8c17813,3.13,35.0,5.0,48.0,0.54,13.0,40.0,0.2,7.0
Anthony Rocco Martin,"6' 0""","73""",Orthodox,"Dec 11, 1989",http://ufcstats.com/fighter-details/5331b25a60417ffb,2.68,37.0,2.59,58.0,0.71,27.0,68.0,1.0,15.0
Charles Byrd,"5' 10""","73""",Orthodox,"Oct 11, 1983",http://ufcstats.com/fighter-details/76ee3d666c648f6b,3.43,55.0,2.63,55.0,2.5,50.0,40.0,1.5,6.0
Jussier Formiga,"5' 5""","67""",Orthodox,"Apr 14, 1985",http://ufcstats.com/fighter-details/b102c26727306ab6,1.42,39.0,2.34,64.0,1.82,35.0,87.0,0.6,16.0
Evan Dunham,"5' 10""","70""",Southpaw,"Dec 18, 1981",http://ufcstats.com/fighter-details/e5c9de15bb58b1c6,5.33,39.0,3.54,61.0,1.82,33.0,79.0,1.0,21.0
Blagoy Ivanov,"5' 11""","73""",Southpaw,"Oct 09, 1986",http://ufcstats.com/fighter-details/1788eee370f077b7,3.32,40.0,4.15,54.0,1.06,54.0,75.0,0.2,5.0
Klidson Abreu,"6' 0""","74""",Orthodox,"Dec 24, 1992",http://ufcstats.com/fighter-details/7279654c7674cd24,2.05,40.0,2.9,55.0,0.64,20.0,80.0,0.0,4.0
Ray Borg,"5' 4""","63""",Orthodox,"Aug 04, 1993",http://ufcstats.com/fighter-details/a4de54ea806fb525,1.52,52.0,1.93,48.0,3.89,50.0,46.0,1.0,12.0
Henry Cejudo,"5' 4""","64""",Orthodox,"Feb 09, 1987",http://ufcstats.com/fighter-details/056c493bbd76a918,3.92,45.0,2.77,65.0,2.12,33.0,93.0,0.2,12.0
Aleksei Kunchenko,"5' 8""","70""",Orthodox,"May 02, 1984",http://ufcstats.com/fighter-details/e2ccd9a9ace60de7,3.67,44.0,2.83,63.0,0.25,33.0,80.0,0.0,4.0
Enrique Barzola,"5' 7""","70""",Orthodox,"Apr 28, 1989",http://ufcstats.com/fighter-details/be0b310a12eb80b4,3.91,41.0,2.97,68.0,4.2,45.0,66.0,0.3,10.0
Maryna Moroz,"5' 7""","67""",Orthodox,"Sep 08, 1991",http://ufcstats.com/fighter-details/b4192a975027aab6,4.09,31.0,4.15,53.0,0.56,18.0,47.0,0.4,8.0
Veronica Macedo,"5' 4""","64""",Southpaw,"Oct 30, 1995",http://ufcstats.com/fighter-details/4798e823ada58fe9,3.13,39.0,5.06,43.0,0.57,18.0,46.0,0.6,5.0
Yoel Romero,"6' 0""","73""",Southpaw,"Apr 30, 1977",http://ufcstats.com/fighter-details/f77c68bb4be8516d,3.44,49.0,3.05,60.0,1.57,30.0,78.0,0.0,14.0
Joanna Jedrzejczyk,"5' 6""","65""",Orthodox,"Aug 18, 1987",http://ufcstats.com/fighter-details/3d6749c4267da18f,6.3,48.0,3.08,64.0,0.28,62.0,81.0,0.1,14.0
Drakkar Klose,"5' 9""","70""",Orthodox,"Mar 09, 1988",http://ufcstats.com/fighter-details/7cbf7c78d3b34218,3.89,53.0,3.64,53.0,1.56,30.0,68.0,0.0,7.0
Saparbeg Safarov,"6' 1""","78""",Orthodox,"Oct 14, 1986",http://ufcstats.com/fighter-details/88d7b6d8230e1f3f,4.03,48.0,2.96,47.0,2.52,41.0,33.0,0.0,4.0
Zarah Fairn,"5' 8""","72""",Orthodox,"Dec 10, 1983",http://ufcstats.com/fighter-details/862b0b3375aa4b6e,1.98,45.0,6.61,39.0,0.0,0.0,50.0,0.0,2.0
Gabriel Silva,"5' 6""","71""",Orthodox,"Aug 26, 1994",http://ufcstats.com/fighter-details/002ca196477ce572,1.3,34.0,3.47,45.0,1.5,25.0,38.0,0.5,2.0
Ismail Naurdiev,"5' 10""","74""",Orthodox,"Aug 18, 1996",http://ufcstats.com/fighter-details/6a96ad1bc34fb113,3.17,52.0,1.3,68.0,1.25,71.0,70.0,0.2,4.0
Ben Sosoli,"6' 0""","72""",Southpaw,"Dec 10, 1989",http://ufcstats.com/fighter-details/326f94d6cfb1bf25,2.31,31.0,4.3,47.0,0.0,0.0,0.0,0.0,3.0
Magomed Mustafaev,"5' 8""","71""",Orthodox,"Aug 02, 1988",http://ufcstats.com/fighter-details/31d7446b184e3305,2.59,58.0,2.68,41.0,3.31,50.0,23.0,0.4,5.0
Emil Meek,"5' 11""","74""",Switch,"Aug 20, 1988",http://ufcstats.com/fighter-details/103b06d8707895a9,2.52,39.0,2.53,38.0,0.25,33.0,47.0,1.0,4.0
Callan Potter,"6' 0""","72""",Orthodox,"Jun 09, 1984",http://ufcstats.com/fighter-details/8fc9ae9c7527dfcb,3.18,50.0,4.72,58.0,3.29,66.0,100.0,0.0,3.0
Corey Anderson,"6' 3""","79""",Orthodox,"Sep 22, 1989",http://ufcstats.com/fighter-details/5e4eec08896c9423,4.43,46.0,2.22,59.0,4.89,50.0,83.0,0.0,15.0
Jon Jones,"6' 4""","84""",Orthodox,"Jul 19, 1987",http://ufcstats.com/fighter-details/07f72a2a7591b409,4.3,57.0,2.22,64.0,1.85,44.0,95.0,0.4,22.0
Juan Adams,"6' 5""","80""",Orthodox,"Jan 16, 1992",http://ufcstats.com/fighter-details/83b00f7597e5ac83,7.09,55.0,4.06,34.0,0.91,66.0,57.0,0.0,5.0
Darko Stosic,"6' 0""","76""",Orthodox,"Feb 09, 1992",http://ufcstats.com/fighter-details/025f0b1b58fbad01,2.61,45.0,4.04,58.0,3.42,50.0,83.0,0.0,4.0
Lucie Pudilova,"5' 8""","67""",Orthodox,"Jun 13, 1994",http://ufcstats.com/fighter-details/3cf66c62d9069f43,4.15,36.0,4.09,52.0,0.16,12.0,61.0,0.6,7.0
Lina Lansberg,"5' 7""","65""",Orthodox,"Mar 13, 1982",http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff,2.76,57.0,3.7,44.0,0.71,33.0,50.0,0.1,8.0
Dooho Choi,"5' 10""","70""",Orthodox,"Apr 10, 1991",http://ufcstats.com/fighter-details/e93b04e308913c2e,5.32,51.0,6.38,53.0,0.41,20.0,50.0,0.0,6.0
Pingyuan Liu,"5' 6""","72""",Orthodox,"Feb 13, 1993",http://ufcstats.com/fighter-details/31bbd39c0a075d4e,2.36,33.0,2.99,54.0,0.25,20.0,56.0,1.0,4.0
Suman Mokhtarian,"5' 8""","72""",Orthodox,"Jun 13, 1992",http://ufcstats.com/fighter-details/192520689012c7e4,2.21,43.0,6.85,48.0,0.0,0.0,0.0,0.0,2.0
Dong Hyun Ma,"5' 11""","70""",Orthodox,"Sep 09, 1988",http://ufcstats.com/fighter-details/98a6b2361045898f,2.84,41.0,4.1,54.0,1.27,53.0,33.0,0.0,8.0
Urijah Faber,"5' 6""","67""",Orthodox,"May 14, 1979",http://ufcstats.com/fighter-details/78114b7199cef90c,2.65,40.0,2.59,64.0,1.54,30.0,58.0,0.8,30.0
Ben Saunders,"6' 2""","77""",Orthodox,"Apr 13, 1983",http://ufcstats.com/fighter-details/484acc7b0f856ce9,3.23,50.0,3.58,51.0,0.2,40.0,66.0,1.3,19.0
Daniel Teymur,"5' 5""","69""",Orthodox,"Feb 03, 1988",http://ufcstats.com/fighter-details/fbf0537e420e698e,3.08,46.0,3.93,56.0,0.56,18.0,60.0,0.3,5.0
Thiago Alves,"5' 9""","70""",Orthodox,"Oct 03, 1983",http://ufcstats.com/fighter-details/31ee470ef5dc8d7f,3.73,41.0,3.42,62.0,0.71,60.0,63.0,0.3,27.0
Trevor Smith,"6' 3""","75""",Orthodox,"Jan 05, 1981",http://ufcstats.com/fighter-details/f797f0c57a83353e,3.29,55.0,3.31,51.0,1.7,32.0,60.0,0.7,16.0
Sergio Moraes,"6' 0""","72""",Orthodox,"Jul 23, 1982",http://ufcstats.com/fighter-details/1bcaac2d99b90fce,2.42,42.0,3.73,59.0,1.2,38.0,75.0,0.4,14.0
Renan Barao,"5' 6""","70""",Orthodox,"Jan 31, 1987",http://ufcstats.com/fighter-details/2c99576fefe53c7c,3.78,36.0,3.9,57.0,1.49,41.0,91.0,0.5,19.0
Isabela de Padua,"5' 3""","64""",Orthodox,"Sep 04, 1991",http://ufcstats.com/fighter-details/e0f959f65d0406b4,1.0,35.0,2.07,50.0,2.0,66.0,0.0,1.0,1.0
Zabit Magomedsharipov,"6' 1""","73""",Orthodox,"Mar 01, 1991",http://ufcstats.com/fighter-details/87aa9fb63d6b51a1,4.89,48.0,3.0,64.0,5.22,56.0,77.0,0.8,6.0
Rustam Khabilov,"5' 8""","73""",Orthodox,"Nov 04, 1986",http://ufcstats.com/fighter-details/9b7694d064a8a0ad,1.98,34.0,2.16,65.0,3.95,41.0,61.0,0.1,13.0
Sergey Khandozhko,"6' 1""","74""",Orthodox,"May 19, 1992",http://ufcstats.com/fighter-details/90da09db03e41748,2.83,42.0,1.7,60.0,0.5,16.0,64.0,0.0,2.0
Grigory Popov,"5' 7""","68""",Switch,"Apr 18, 1984",http://ufcstats.com/fighter-details/d3fa5c5955397532,3.63,37.0,4.2,55.0,0.0,0.0,45.0,0.0,2.0
Chance Rencountre,"6' 2""","75""",Southpaw,"Dec 31, 1986",http://ufcstats.com/fighter-details/1ddb480b601cefb1,1.1,20.0,3.62,49.0,1.35,26.0,16.0,0.3,4.0
Ben Askren,"5' 11""","73""",Orthodox,"Jul 18, 1984",http://ufcstats.com/fighter-details/0b31f87be71ebbb1,3.64,49.0,5.66,36.0,4.33,55.0,0.0,0.9,3.0
Stevie Ray,"5' 10""","70""",Southpaw,"Mar 25, 1990",http://ufcstats.com/fighter-details/31a13532e724ca2b,3.73,44.0,2.93,54.0,0.75,46.0,55.0,0.6,11.0
Alex White,"6' 0""","71""",Southpaw,"Oct 22, 1988",http://ufcstats.com/fighter-details/c17041f1bb5768d8,3.76,42.0,3.07,60.0,0.92,28.0,71.0,0.5,10.0
Sergei Pavlovich,"6' 3""","84""",Southpaw,"May 13, 1992",http://ufcstats.com/fighter-details/f14cf73e51b29254,6.55,52.0,4.59,44.0,0.0,0.0,50.0,0.0,4.0
Aleksandra Albu,"5' 2""","63""",Orthodox,"Jul 14, 1990",http://ufcstats.com/fighter-details/e76d9f656ceb82ab,4.83,47.0,5.56,38.0,2.27,50.0,77.0,0.4,4.0
Joe Lauzon,"5' 10""","71""",Orthodox,"May 22, 1984",http://ufcstats.com/fighter-details/3bad7ef643840f67,2.84,39.0,5.39,54.0,2.39,45.0,54.0,2.0,27.0
Manny Bermudez,"5' 10""","71""",Orthodox,"Jul 16, 1994",http://ufcstats.com/fighter-details/2dc1bc1a02961656,2.92,61.0,2.68,46.0,3.06,54.0,0.0,3.1,5.0
Kyle Bochniak,"5' 7""","70""",Orthodox,"Feb 05, 1987",http://ufcstats.com/fighter-details/c5af5750e8bae4f0,2.63,31.0,5.11,58.0,1.14,15.0,62.0,0.0,7.0
Boston Salmon,"5' 9""","69""",Southpaw,"Nov 20, 1990",http://ufcstats.com/fighter-details/98e946879ba20c0f,4.13,37.0,7.75,59.0,0.0,0.0,100.0,0.0,3.0
Daniel Spitz,"6' 7""","82""",Orthodox,"Jul 31, 1990",http://ufcstats.com/fighter-details/f86cb5f25d545e0e,2.6,35.0,5.3,46.0,0.74,66.0,0.0,0.0,4.0
Kron Gracie,"5' 9""","70""",Southpaw,"Jul 11, 1988",http://ufcstats.com/fighter-details/242d36d241b43c12,5.15,41.0,8.13,53.0,0.88,25.0,0.0,0.9,2.0
James Vick,"6' 3""","76""",Orthodox,"Feb 23, 1987",http://ufcstats.com/fighter-details/6256b2b1562cb8e1,4.13,39.0,3.31,60.0,0.26,33.0,57.0,0.7,14.0
Thomas Gifford,"6' 1""","75""",Orthodox,"Jul 26, 1992",http://ufcstats.com/fighter-details/e7f51d9f9e9259e7,3.97,37.0,6.45,37.0,0.5,33.0,33.0,0.0,2.0
Hector Aldana,"5' 11""","72""",Orthodox,"Aug 17, 1988",http://ufcstats.com/fighter-details/c487223b0289bda9,3.59,38.0,5.08,59.0,0.93,100.0,0.0,0.0,3.0
Lauren Mueller,"5' 5""","67""",Orthodox,"Nov 15, 1991",http://ufcstats.com/fighter-details/f923e012414c883e,4.08,41.0,3.77,58.0,0.7,50.0,71.0,0.0,5.0
Luke Jumeau,"5' 11""","72""",Orthodox,"Feb 12, 1988",http://ufcstats.com/fighter-details/4c288a2b250bb576,2.93,43.0,3.17,58.0,0.25,100.0,86.0,0.0,4.0
Rostem Akman,"5' 10""","72""",Switch,"Dec 19, 1991",http://ufcstats.com/fighter-details/1fc64507a0cb38cf,1.8,25.0,3.97,57.0,1.0,40.0,87.0,0.0,2.0
Nadia Kassem,"5' 5""","66""",Southpaw,"Nov 15, 1995",http://ufcstats.com/fighter-details/6e7506127408aa9e,3.13,41.0,4.48,48.0,0.46,33.0,40.0,2.8,3.0
Danilo Belluardo,"6' 0""","74""",Southpaw,"Jul 21, 1994",http://ufcstats.com/fighter-details/c3f6db17cea09ca7,1.52,61.0,4.79,41.0,3.5,100.0,50.0,0.0,2.0
Gunnar Nelson,"5' 11""","72""",Switch,"Jul 28, 1988",http://ufcstats.com/fighter-details/fd55393021a8c255,1.71,57.0,3.33,49.0,1.72,55.0,66.0,0.9,13.0
Alen Amedovski,"5' 10""","74""",Orthodox,"Apr 06, 1988",http://ufcstats.com/fighter-details/70fa1c64a2c439ef,0.52,28.0,3.14,37.0,0.0,0.0,0.0,0.0,2.0
Siyar Bahadurzada,"5' 11""","73""",Orthodox,"Apr 17, 1984",http://ufcstats.com/fighter-details/aec185309b4843d0,2.91,40.0,3.23,49.0,1.32,61.0,62.0,0.3,8.0
Nohelin Hernandez,"5' 10""","71""",Orthodox,"Mar 01, 1994",http://ufcstats.com/fighter-details/f97c5433c77522d3,1.32,34.0,2.63,52.0,0.71,50.0,37.0,0.0,2.0
Martin Bravo,"5' 8""","71""",Southpaw,"Sep 21, 1993",http://ufcstats.com/fighter-details/9c44f290f5726d95,7.66,39.0,5.72,51.0,2.6,35.0,85.0,0.0,4.0
Carlos Huachin,"5' 4""","67""",Southpaw,"Jun 04, 1996",http://ufcstats.com/fighter-details/225def29ecfe0fc1,2.1,21.0,4.8,50.0,0.0,0.0,66.0,0.0,2.0
Marco Polo Reyes,"5' 11""","71""",Orthodox,"Nov 07, 1984",http://ufcstats.com/fighter-details/edd02825c29028fe,6.0,37.0,5.52,59.0,0.0,0.0,46.0,0.0,8.0
Sergio Pettis,"5' 6""","69""",Orthodox,"Aug 18, 1993",http://ufcstats.com/fighter-details/de75d1c45a39e221,3.88,37.0,2.91,65.0,0.85,40.0,67.0,0.4,14.0
Marcos Mariano,"6' 1""","76""",Switch,"Oct 12, 1986",http://ufcstats.com/fighter-details/72e5e5a6edfa8223,0.25,27.0,2.11,43.0,0.0,0.0,28.0,0.0,2.0
Todd Duffee,"6' 3""","78""",Orthodox,"Dec 06, 1985",http://ufcstats.com/fighter-details/bda04c573563cc2e,5.93,37.0,2.87,56.0,0.72,25.0,90.0,0.0,7.0
Brad Katona,"5' 6""","64""",Orthodox,"Dec 19, 1991",http://ufcstats.com/fighter-details/7b433309b0fd12aa,3.33,51.0,2.98,57.0,1.25,22.0,47.0,0.0,4.0
Chas Skelly,"5' 11""","72""",Orthodox,"May 11, 1985",http://ufcstats.com/fighter-details/4bd6b4800070b069,2.02,40.0,3.35,48.0,1.71,34.0,33.0,2.4,12.0
Ryan MacDonald,"5' 11""","71""",Switch,"Mar 18, 1993",http://ufcstats.com/fighter-details/35e1f9984ed64206,2.28,29.0,6.49,45.0,0.0,0.0,0.0,0.0,2.0
Kyle Prepolec,"5' 10""","70""",Southpaw,"Aug 30, 1989",http://ufcstats.com/fighter-details/873626e5547b5235,3.2,34.0,4.7,54.0,0.0,0.0,40.0,0.0,2.0
Mairbek Taisumov,"5' 9""","73""",Orthodox,"Aug 08, 1988",http://ufcstats.com/fighter-details/8f5c8850b2484173,2.98,39.0,3.03,64.0,1.34,63.0,88.0,0.0,9.0
Teemu Packalen,"6' 1""","75""",Orthodox,"May 22, 1987",http://ufcstats.com/fighter-details/8f4eeaf7a0df7c1a,2.57,54.0,3.91,47.0,2.31,25.0,100.0,1.5,4.0
Nordine Taleb,"6' 1""","74""",Orthodox,"Jun 10, 1981",http://ufcstats.com/fighter-details/49858bf46dabf6fb,3.66,51.0,2.62,66.0,1.94,76.0,73.0,0.0,12.0
Don Madge,"6' 0""","72""",Southpaw,"Nov 12, 1990",http://ufcstats.com/fighter-details/68c7ad953455c73f,2.08,52.0,0.74,67.0,2.22,25.0,80.0,0.7,2.0
Derrick Krantz,"5' 10""","72""",Orthodox,"Jan 13, 1988",http://ufcstats.com/fighter-details/714e1e0681ddb703,2.07,37.0,4.03,50.0,3.18,50.0,0.0,0.8,2.0
Andre Soukhamthath,"5' 9""","70""",Orthodox,"Oct 23, 1988",http://ufcstats.com/fighter-details/d0e50a3d1b250708,2.77,44.0,4.31,49.0,1.25,53.0,58.0,0.2,7.0
Jodie Esquibel,"5' 1""","64""",Orthodox,"May 07, 1986",http://ufcstats.com/fighter-details/411539901068522f,4.1,31.0,7.37,52.0,0.75,21.0,83.0,0.0,4.0
Liz Carmouche,"5' 6""","66""",Orthodox,"Feb 19, 1984",http://ufcstats.com/fighter-details/51a0c09cbe9b8472,2.78,54.0,2.51,61.0,2.57,51.0,65.0,0.3,14.0
Humberto Bandenay,"5' 11""","71""",Southpaw,"Sep 04, 1994",http://ufcstats.com/fighter-details/2c2caf2f2bab9df5,2.22,41.0,4.79,41.0,2.9,46.0,62.0,0.5,4.0
Bobby Moffett,"5' 10""","73""",Orthodox,"Jun 01, 1990",http://ufcstats.com/fighter-details/d76ad9a08c4408ff,3.41,39.0,3.15,61.0,2.74,66.0,66.0,1.4,4.0
Salim Touahri,"5' 10""","72""",Orthodox,"Sep 28, 1989",http://ufcstats.com/fighter-details/cbf1c7ba5408a66f,2.6,46.0,2.87,58.0,0.0,0.0,83.0,0.0,3.0
Cristiane Justino,"5' 8""","68""",Orthodox,"Jul 09, 1985",http://ufcstats.com/fighter-details/634bb0de2eb043b4,7.28,52.0,2.25,64.0,0.66,55.0,94.0,0.4,14.0
Olivier Aubin-Mercier,"5' 9""","70""",Southpaw,"Feb 23, 1989",http://ufcstats.com/fighter-details/55ee431411ccf07a,2.48,51.0,2.97,55.0,2.36,33.0,70.0,0.5,12.0
Yoshinori Horie,"5' 8""","70""",Orthodox,"May 10, 1995",http://ufcstats.com/fighter-details/3fa7688bfe48a493,2.76,49.0,5.65,48.0,0.0,0.0,0.0,0.0,1.0
Sarah Frota,"5' 6""","69""",Southpaw,"Apr 14, 1987",http://ufcstats.com/fighter-details/1641ef250e9de19b,4.52,52.0,2.57,55.0,0.0,0.0,53.0,0.0,3.0
Erik Koch,"5' 10""","71""",Southpaw,"Oct 04, 1988",http://ufcstats.com/fighter-details/99bd87a300079ed9,2.33,42.0,2.82,47.0,1.02,42.0,81.0,1.0,14.0
Kyle Stewart,"6' 0""","76""",Orthodox,"Jan 31, 1989",http://ufcstats.com/fighter-details/bb61823f76361297,1.41,35.0,2.42,43.0,1.32,20.0,60.0,0.0,3.0
Jin Soo Son,"5' 6""","69""",Orthodox,"Apr 01, 1993",http://ufcstats.com/fighter-details/7c9c6a884be167fe,5.1,36.0,7.63,52.0,1.5,25.0,100.0,0.0,2.0
Cezar Ferreira,"6' 1""","78""",Southpaw,"Feb 15, 1985",http://ufcstats.com/fighter-details/dbc17725b887860a,1.9,42.0,2.44,53.0,2.69,53.0,84.0,0.5,15.0
Sheymon Moraes,"5' 8""","72""",Orthodox,"Oct 11, 1990",http://ufcstats.com/fighter-details/0d62719b1dcf7c40,3.0,42.0,3.64,63.0,0.0,0.0,53.0,0.0,5.0
